City,County,State,Population Count,Status,Submission Method,Contact Value,Notes,Method,Date Submitted,Status,Notes,
Southaven,DeSoto,Mississippi,"184,945",,Portal,https://www.southaven.org/publicrecords,City FOIA portal,Manual,2/3/2026,Sent,CustomPortal,
Hattiesburg,Forrest,Mississippi,"75,661",,PDF Form,https://www.hattiesburgms.com/wp-content/uploads/PublicRecordsRequest.pdf,City clerk email,PDF Form,2/3/2026,Sent,PDF + Email,
Grenada,Grenada,Mississippi,"21,629",,PDF Form,https://www.hattiesburgms.com/public-records-request/,City clerk email,PDF Form,2/3/2026,Sent,PDF + Email,
Biloxi,Harrison,Mississippi,"208,621",,PDF Form,"https://biloxi.ms.us/wp-content/uploads/2013/10/PRR2018-1.pdf#:~:text=For%20further%20information%20regarding%20this,Sections%3A%20Chapter%202%2C%20Article%20IX.",City clerk email,PDF Form,2/3/2026,Sent,PDF + Email,
Gulfport,Harrison,Mississippi,"208,621",,PDF Form,https://cms3.revize.com/revize/gulfportms/Documents/Departments/City%20Clerk/Records/Records-Request-Form-2021.pdf?t=202507291112280&t=202507291112280,City clerk email,PDF Form,2/3/2026,Sent,PDF + Email,
Jackson,Hinds,Mississippi,"227,742",,PDF Form,https://cityofjacksonms.nextrequest.com/,City clerk email,Manual,2/3/2026,Fee Qoute,$12.95 ,
,Jones,Mississippi,"68,427",,Email,chanceryclerk@co.jones.ms.us,County-held records,Manual,2/3/2026,Sent,PDF + Email,
Oxford,Lafayette,Mississippi,"55,813",,Portal,https://cityofoxfordms.nextrequest.com/,City clerk email,Manual,2/3/2026,Sent,NextRequest,
Meridian,Lauderdale,Mississippi,"75,216",,Portal,https://cityofmeridianms.nextrequest.com/requests/new,City clerk email,Manual,2/3/2026,Sent,NextRequest,
,Lauderdale,Mississippi,"75,216",,Email,chanceryclerk@lauderdalecounty.org,City clerk email,Manual,2/3/2026,Sent,Email,
Tupelo,Lee,Mississippi,"85,436",,Email,publicrecords@tupeloms.gov,City clerk email,Manual,2/3/2026,Sent,Email,
,Lee,Mississippi,"85,436",,Email,chanceryclerk@leeco.us,City clerk email,Manual,2/3/2026,Sent,Email,
,Leflore,Mississippi,"28,678",,Email,chanceryclerk@leflore.ms.gov,County-held records,Manual,2/3/2026,Sent,Email,
,Lincoln,Mississippi,"34,907",,Email,chanceryclerk@lincolncountyms.org,City clerk email,Manual,2/3/2026,Sent,Email,
Madison,Madison,Mississippi,"109,145",,Email,publicrecords@madisonms.org,City clerk email,Manual,2/3/2026,Sent,Email,
,Monroe,Mississippi,"36,632",,Email,chanceryclerk@monroecounty.ms.gov,County-held records,Manual,2/3/2026,Sent,Email,
Starkville,Oktibbeha,Mississippi,"49,449",,Email,policepio@cityofstarkville.org,City clerk email,Manual,2/3/2026,Sent,Email,
,Panola,Mississippi,"34,740",,Email,chanceryclerk@panolacounty.com,County-held records,Manual,2/3/2026,Sent,Email,
,Pearl River,Mississippi,"55,535",,Email,chanceryclerk@pearlrivercounty.net,City clerk email,Manual,2/3/2026,Sent,Email,
,Pike,Mississippi,"39,906",,Email,chanceryclerk@pikecountyms.gov,County-held records,Manual,2/3/2026,Sent,Email,
,Pontotoc,Mississippi,"31,996",,Email,chanceryclerk@pontotoccounty.org,County-held records,Manual,2/3/2026,Sent,Email,
Crowder,Quitman,Mississippi,"6,176",,Email,crowdercityhall@gmail.com,Town records via county,Manual,2/3/2026,Sent,Email,
,Rankin,Mississippi,"157,031",,Email,countyadministrator@rankincounty.org,City clerk email,Manual,2/3/2026,Sent,Email,
Drew,Sunflower,Mississippi,"25,971",,Email,drewcityhall@gmail.com,Town records via county,Manual,2/3/2026,Sent,Email,
Greenville,Washington,Mississippi,"44,922",,Email,cityclerk@greenvillems.org,City clerk email,Manual,2/3/2026,Sent,Email,
Yazoo County,Yazoo,Mississippi,"28,065",,Email,chanceryclerk@yazoocounty.net,County-held records,Manual,2/3/2026,Sent,Email,
Columbia,Boone,Missouri,"183,610",,Portal,https://cityofcolumbiamo.nextrequest.com/,City clerk email,Manual,2/3/2026,Fulfilled,NextRequest,
,Cape Girardeau,Missouri,"82,873",,Portal,https://www.capecounty.us/cape-girardeau-county-clerk/public-record-request-form,City clerk email,Manual,2/3/2026,Denied,Submit to Cities/Towns,
Springfield,Greene County,Missouri,"296,535",,Portal,https://springfieldmo.govqa.us/WEBAPP/_rs/(S(dcly5dk2xcbv4jd2vflnbspu))/CustomerDetails.aspx?sSessionID=&new=1&target=YpURA3m6cNU+N1K9kEqQhqz8yC2ZLKNdSdB4wnowVJ5S8CGTBp2GIItHg4/I0pUM8Jvp1AAd4YheCcTrA795fG9P3xL5LmB/wFQjiIoSWN7tLnJa+Bm/oEirHbO2IQAI,City clerk email,Manual,2/3/2026,Fulfilled,R022899-020326,
Kansas City,Jackson County,Missouri,"717,204",,Portal,https://kcmo.mycusthelp.com/WEBAPP/_rs/(S(bvabvdjkg3oe1i3pykw5jt5e))/CustomerDetails.aspx?sSessionID=&new=1&target=YpURA3m6cNU+N1K9kEqQhqz8yC2ZLKNdSdB4wnowVJ5S8CGTBp2GIItHg4/I0pUM8Jvp1AAd4YheCcTrA795fG9P3xL5LmB/wFQjiIoSWN7tLnJa+Bm/oEirHbO2IQAI,City clerk email,Manual,2/3/2026,Sent,R021670-020326,
Independence,Jackson,Missouri,"703,011",Sent,Portal,https://independencemo.citysourced.com/servicerequests/create,City clerk email,Manual,2/3/2026,Sent,CustomPortal,
St. Charles,St. Charles County,Missouri,"405,262",,Email,https://stcharlescitymo.justfoia.com/publicportal/Requests/ce1f2ea1-309f-402f-a1d9-91c84d6fcc52/Confirm/887D981A/,City clerk email,Manual,2/3/2026,Fee Qoute,"$4,845.00.",civic credetial
Ballwin,St. Louis,Missouri,"281,754",,Email,cityclerk@ballwin.mo.us,City clerk email,Manual,2/3/2026,Fulfilled,Email,
Chesterfield,St. Louis,Missouri,"281,754",,Email,cityclerk@chesterfield.mo.us,City clerk email,Manual,2/3/2026,Fulfilled,Email,
,Gallatin,Montana,"118,960",,Email,codecompliance@gallatin.mt.gov,Code Compliance,Manual,2/3/2026,Sent,Email,
,Yellowstone,Montana,"164,731",,Email,mschieno@yellowstonecountymt.gov,Planning Dept,Manual,2/3/2026,Sent,Email,
Bozeman,Gallatin,Montana,"118,960",,Email,https://gallatincountymt.justfoia.com/publicportal/home/track,City Records,Manual,2/3/2026,Sent,PRR-2026-33. Security Key is: 9088F8A6.,
Butte,Silver Bow,Montana,"34,915",,Email,code@bsb.mt.gov,Building Code Enforcement,Manual,2/3/2026,Sent,Email,
Great Falls,Cascade,Montana,"84,414",Fulfilled,Email,https://greatfallsmt.justfoia.com/publicportal/home/newrequest,Planning Dept,Manual,2/3/2026,Fulfilled,48C59AF9. request reference number is 2026-23.,
Missoula,Missoula,Montana,"119,600",,Portal,https://missoulacountymt.nextrequest.com/,NextRequest Portal,Manual,2/3/2026,Sent,26-342,
Kearney,Buffalo,Nebraska,"49,443",Fulfilled,Portal,https://cityofkearney.org/DocumentCenter/View/27594/Request-for-Open-Public-Records?bidId=,City public records request form,PDF Form,2/3/2026,Sent,PDF + Email,
Buffalo County,Buffalo,Nebraska,"49,443",,Email,clerk@buffalocounty.ne.gov,County Clerk / Zoning,Manual,2/3/2026,Sent,Email,
Fremont,Dodge,Nebraska,"36,692",Fulfilled,Email,https://fremontne-public-forms-city-clerk.app.transform.civicplus.com/forms/56345,Planning / Code Enforcement,Manual,2/3/2026,Sent,Submission ID: 564871ef-ee5b-4f01-ae37-9bec242a16c3,
Douglas,Douglas,Nebraska,"571,327",,Email,karin.caldwell@douglascounty-ne.gov,County Clerk / Zoning,Manual,2/3/2026,Sent,Email,
Omaha,Douglas,Nebraska,"571,327",,Email,cityclerk@cityofomaha.org,City Clerk,Manual,2/3/2026,Fulfilled,Email,
Grand Island,Hall,Nebraska,"61,508",,Email,https://www.grand-island.com/forms,Planning / Code Enforcement,Manual,2/3/2026,Sent,CustomPortal,
Lincoln,Lancaster,Nebraska,"322,608",Sent,Email,cityclerk@lincoln.ne.gov,City Clerk,Manual,2/3/2026,Sent,Email,
Lancaster County,Lancaster,Nebraska,"322,608",Sent,Email,coclerk@lancaster.ne.gov,City Clerk,Manual,2/3/2026,Sent,Email,
Madison County,Madison,Nebraska,"35,099",,Email,clerk@madisoncountyne.gov,County Clerk,Manual,2/3/2026,Sent,Email,
Bellevue,Sarpy,Nebraska,"190,604",Sent,Portal,https://www.bellevue.net/departments/code-enforcement/overview,Official city public records request page,Manual,2/3/2026,Sent,Email,
Carson City,Carson City,Nevada,"58,639",,Email,shoen@carsoncity.gov,City Clerk,Manual,2/3/2026,Fulfilled,Email,
Henderson,Clark County,Nevada,"2,265,461",,Portal,https://clients.comcate.com/newrequest.php?id=90,City Clerk,Manual,2/3/2026,Sent,CustomPortal,
Las Vegas,Clark County,Nevada,"2,265,461",,Email,https://lasvegasnv.mycusthelp.com/WEBAPP/_rs/(S(55fxbm25cgptuzz2ppp1g1zo))/SupportHome.aspx?sSessionID=1199441219VZXZWPLNXJJTOLLZWIOFMJY[MCSYLU,City Clerk,Manual,2/3/2026,Sent,W096876-020326,
Paradise,Clark County,Nevada,"2,265,461",,Email,melvis@townofparadise.com,Unincorporated,Manual,2/3/2026,Sent,Email,
Pahrump,Nye County,Nevada,"51,591",,Email,bwaggoner@nyecountynv.gov,County portal,Manual,2/3/2026,Fulfilled,Email,
Reno,Washoe County,Nevada,"486,492",,Portal,https://reno.govqa.us/WEBAPP/_rs/(S(p4w4ytqqqrjqlpcpu4db0nsw))/supporthome.aspx,City portal,Manual,2/3/2026,Fulfilled,G016604-020326,
Sparks,Washoe County,Nevada,"486,492",,Email,https://ea.cityofsparks.us/AppNetExt/UnityForm.aspx?key=UFKey,City Clerk,Manual,2/3/2026,Fulfilled,CustomPortal,
Washoe County,Washoe County,Nevada,"486,492",,Email,https://washoecountynv.nextrequest.com/,GovQA portal,Manual,2/3/2026,Fulfilled,Request 26-267,
Albany,Albany,New York,99000,,Online FOIL Portal,https://www.albanyny.gov/230/Records-Access-FOIL,Use cityÃ¢â‚¬â„¢s GovQA online FOIL system (City ClerkÃ¢â‚¬â„¢s Office). Submits city public records requests including building/property records.,Manual,2/3/2026,Sent,W026992-020326,
Albany County,Albany County,New York,314000,,Online FOIL Portal,https://a810-dobnow.nyc.gov/publish/#!/,Albany County Public Information/FOIL Portal Ã¢â‚¬â€ use for county records when not available via city.,Manual,2/3/2026,Sent,CustomPortal,
Binghamton,Broome,New York,45000,,City FOIL/Public Records Email,https://www.binghamton-ny.gov/government/departments/city-clerk/foil-request-form,Typical FOIL requests via City Clerk. (No direct portal found) Ã¢â‚¬â€ contact clerk for records.,Manual,2/3/2026,Sent,Request 26-89,
Broome County,Broome County,New York,190000,,Broome County FOIL Portal,https://broomecountyny.gov/foia,Use county FOIL portal for records when city doesnÃ¢â‚¬â„¢t have a portal.,Manual,2/3/2026,Sent,CustomPortal,
Buffalo,Erie,New York,270000,,Portal,https://buffalony.nextrequest.com/,FOIL requests typically go via city clerk; verify specific property violation records in subject line.,Manual,2/3/2026,Sent,Request 26-123,
Erie County,Erie County,New York,920000,,Erie County FOIL Portal,https://www4.erie.gov/clerk/form/document-request-form,Use county access request system for county records.,Manual,2/3/2026,Sent,CustomPortal,
Jamestown,Chautauqua,New York,60000,,Portal,https://main.govpilot.com/web/public/b739524e-884_Open-Records-Request-jamestowncityny?uid=34308&ust=NY&pu=1&id=1,FOIL requests go via City Clerk; specify building/property code records.,Manual,2/3/2026,Sent,FOIA-2026-00064,
Elmira,Chemung,New York,27000,,City FOIL via City Clerk,https://city-of-elmira-police-ny.nextrequest.com/requests/new,Contact City ClerkÃ¢â‚¬â„¢s office for public records requests.,Manual,2/3/2026,Sent,Request 26-171,
New York,New York County,New York,8419000,,online portal,https://a810-dobnow.nyc.gov/publish/#!/,Use NYC OpenRecords portal to submit FOIL requests; choose appropriate agency (DOB/HPD/etc.),Manual,2/3/2026,Fulfilled,FOIL-2026-810-00555,
Brooklyn,Kings County,New York,2736000,,online portal,https://a810-dobnow.nyc.gov/publish/#!/,Covered under NYC OpenRecords; use portal as with NY City,Manual,2/3/2026,Fulfilled,FOIL-2026-810-00556,
Manhattan,New York County,New York,1632000,,online portal,https://a810-dobnow.nyc.gov/publish/#!/,Part of NYC OpenRecords portal; same as Brooklyn,Manual,2/3/2026,Fulfilled,FOIL-2026-810-00557,
New York County (General),New York County,New York,1632000,,online portal,https://a810-dobnow.nyc.gov/publish/#!/,NYC centralized portal; select Department of Buildings or Housing,Manual,2/3/2026,Fulfilled,FOIL-2026-810-00558,
Rochester,Monroe County,New York,211000,,online portal + email,https://rochesterny.justfoia.com/publicportal,RochesterÃ¢â‚¬â„¢s FOIL via JustFOIA; contact Records Access Officer via portal,Manual,2/3/2026,Sent,FOIL-2026-593 and your security key is AC2C47B9.,
Syracuse,Onondaga County,New York,148000,,email + self-service portal,https://syr.justfoia.com/publicportal,Syracuse Law Dept. FOIL; also has self-serve portal for some code/permit data,Manual,2/3/2026,Sent,"1646057A. request reference number is FOILReference2026-295. 
",
Long Beach,Nassau County,New York,33000,,online form / email,https://www.longbeachny.gov/index.asp?SEC=3C841025-39C7-416B-800A-E2AD05B85CC7,FOIL online form; can also email to FOIL@longbeachny.gov,Manual,2/3/2026,Sent,CustomPortal,
New Rochelle,Westchester County,New York,79000,,city FOIL & city clerk email,https://www.newrochelleny.gov/675/FOIL,FOIL instructions and Clerk contact at New Rochelle City page,Manual,2/3/2026,Sent,Request #26-125,
Utica,Oneida County,New York,63000,,city clerk email,cityclerk@cityofutica.com,Public records requests handled via City Clerk per city FOIL law,Manual,2/3/2026,Sent,Email,
Niagara Falls,Niagara County,New York,49000,,city clerk mail / phone,https://www.niagarafallsny.gov/government/departments/city_clerks/certificates_and_licenses/freedom_of_information_law.php,FOIL requests must be in writing/mail; email acceptance may vary,Manual,2/3/2026,Sent,Email,
North Tonawanda,Niagara County,New York,33000,,city clerk email,https://www.northtonawanda.gov/forms,FOIL requests via City Clerk (contact via city site),Manual,2/3/2026,Sent,Email,
Oneida,Madison County,New York,34000,,city FOIL email,https://www.oneidacityny.gov/departments/city_clerk/foil_requests.php,FOIL submitted to City Clerk,Manual,2/3/2026,Sent,Email,
Rome,Oneida County,New York,33000,,city clerk email,https://romenewyork.com/city-clerk/foil/,FOIL to City Clerk,,,,,
Geneva,Ontario County,New York,30000,,city clerk email,https://www.cityofgenevany.gov/186/Freedom-of-Information-Laws-FOIL,FOIL requests directed to city records officer,PDF Form,2/3/2026,Fulfilled,PDF + Email,
Canandaigua,Ontario County,New York,30000,,city FOIL form + email,https://www.canandaiguanewyork.gov/203/Freedom-of-Information-Law-FOIL,Download FOIL form or email City Clerk,PDF Form,2/3/2026,Sent,PDF + Email,
Middletown,Orange County,New York,29000,,city clerk email,https://cityofmiddletownny.nextrequest.com/,FOIL via City Clerk,Manual,2/3/2026,Fulfilled,FormCenter,
Newburgh,Orange County,New York,29000,,city FOIL / city clerk,https://www.cityofnewburgh-ny.gov/307/Freedom-of-Information-Law-Requests,FOIL to City Clerk,Manual,2/4/2026,Sent,FormCenter,
Port Jervis,Orange County,New York,28000,,city clerk email,clerktreasurer@portjervisny.gov,FOIL via Clerk,Manual,2/4/2026,Sent,Email,
Mount Vernon,Westchester County,New York,68000,,city FOIL email,https://www.mountvernonny.gov/438/Freedom-Of-Information-Law-FOIL-Requests,FOIL requests handled via City Clerk; instructions on city site,Manual,2/4/2026,Sent,FormCenter,
Glen Cove,Nassau County,New York,27000,,email + mail,https://glencoveny.gov/,FOIL request form available as PDF; send to City Clerk,PDF Form,2/4/2026,Sent,PDF + Email,
Lockport,Niagara County,New York,43000,,PDF form + email,https://lockportny.gov/application-for-public-access-records/,FOIL form downloadable; send to City Clerk email/address,PDF Form,2/4/2026,Fulfilled,PDF + Email,
Troy,Rensselaer,New York,50000,,Online portal,https://www.troyny.gov/290/Freedom-of-Information-Law-Request,Submit record requests via the CityÃ¢â‚¬â„¢s FOIL portal; follow policy instructions on that page.,Manual,2/4/2026,Sent,C007791-020326,
Saratoga Springs,Saratoga,New York,28000,,Online/Email/Mail,https://www.saratoga-springs.org/456/Freedom-of-Information-Law-Request,"City attorneyÃ¢â‚¬â„¢s office processes FOIL requests; mail to City Attorney, 474 Broadway, Saratoga Springs, NY 12866.",Manual,2/4/2026,Sent,FormCenter,
Schenectady,Schenectady,New York,69000,,Online portal,https://www.cityofschenectady.gov/146/Submit,Uses City Law Dept/GovQA system; instructions available on the Ã¢â‚¬Å“SubmitÃ¢â‚¬Â page.,Manual,2/4/2026,Fulfilled,W014903-020426,
Suffolk County,Suffolk,New York,1500000,,Email/Mail,General County Government FOIL info via Suffolk County site:https://www.scnylegislature.us/1491/FOIL-Requests,County legislature FOIL pertains to legislative records; other county departments may have their own FOIL officers.,Manual,2/4/2026,Sent,CustomPortal,
Ithaca,Tompkins,New York,30000,Fulfilled,Email/Online,https://www.cityofithacany.gov/182/Freedom-of-Information-Law-Requests,Records Access available; Contact City Clerk/Dept of Information & Community Engagement at (607) 274Ã¢â‚¬â€˜6570.,Manual,2/4/2026,Sent,CustomPortal,
Ulster County,Ulster,New York,182000,,Mail/Email,https://clerk.ulstercountyny.gov/countyclerk/court-records,Ulster County FOIL not centralized online; request via mail or call (845) 340Ã¢â‚¬â€˜3288.,Manual,2/4/2026,Sent,doh-environmental@ulstercountyny.gov,
Queens,Queens County,New York,2300000,,Online portal/Email,https://a810-dobnow.nyc.gov/publish/#!/,"NYCÃ¢â‚¬â„¢s borough is part of citywide FOIL/Open Records system; choose the appropriate agency and include records type (e.g., property/building).",Manual,2/4/2026,Sent,FOIL-2026-810-00578,
New Rochelle,Westchester,New York,79700,,City FOIL page + email,https://www.newrochelleny.gov/675/FOIL,City Clerk is Records Access Officer; application on page.,Manual,2/4/2026,Sent,Request #26-132,
Yonkers,Westchester,New York,211500,,City FOIL page + form download,https://www.yonkersny.gov/182/Freedom-of-Information-Law-FOIL,FOIL form available; City Hall address listed.,Manual,2/4/2026,Sent,CustomPortal,
Westchester County,Westchester,New York,990000,,County FOIL form (PDF),https://www.westchestergov.com/contact-us/foil-form,FOIL form collects email/mailed requests.,Manual,2/4/2026,Sent,CustomPortal,
