County,City,State,Population,Status,Submission Method,Contact Value,Notes,Method,Date,Status,Notes,
Hope Mills,Cumberland,North Carolina,16677,,Web,https://townofhopemills.com/325/Public-Records-Office,Town Web Page,Manual,2/25/2026,Sent,awyatt@townofhopemills.com,
Stedman,Cumberland,North Carolina,826,,Web,https://www.townofstedman.com/forms/,Town Web Page,Manual,2/25/2026,Sent,cveeder@townofstedman.com,
Cumberland County,Cumberland,North Carolina,334728,,Portal,https://cumberlandcountync.nextrequest.com/,Cumberland County NextRequest public records portal.,Manual,2/25/2026,Sent,Sent,
Kill Devil Hills,Dare,North Carolina,7656,,Email,info@kdhnc.com,Town instructs PR requests by email with subject 'Public Records Request'.,Manual,2/25/2026,Sent,Email,
Manteo,Dare,North Carolina,1554,,Email,Dorothy@DareNC.gov,Town site blocked (403). Dare County PR Director email + county PR form as fallback; verify town clerk email separately.,Manual,2/25/2026,Sent,Email,
Nags Head,Dare,North Carolina,3605,,Portal,https://www.nagsheadnc.gov/FormCenter/General-Town-Forms-8/Request-for-Public-Records-54,Town of Nags Head public records request form.,Manual,2/25/2026,Sent,FormCenter,
Southern Shores,Dare,North Carolina,2933,,Email,skane@southernshores-nc.gov,Town PR request form instructs to complete and email Town Clerk.,Manual,2/25/2026,Sent,Email,
Denton,Davidson,North Carolina,1636,,Portal,https://www.townofdenton.com/public-records-request/,Town of Denton public records request page.,Manual,2/25/2026,Sent,CustomPortal,
Lexington,Davidson,North Carolina,18931,,Portal,https://www.lexingtonnc.gov/government/public-information-request/public-records-request-form,City of Lexington online Public Records Request Form; City Clerk contact: EMJackson@LexingtonNC.gov.,Manual,2/25/2026,Sent,CustomPortal,
Thomasville,Davidson,North Carolina,27336,,PDF,https://cms9files.revize.com/thomasvillenc/Business/Downloads/Public%20Records%20Request%20Form.pdf,Use PDF form; submit per city instructions (request routed via city offices).,Manual,2/25/2026,Sent,Sent,
Davidson County,Davidson,North Carolina,168316,,Web,https://lf.davidsoncountync.gov/forms/PublicRecordsRequest,County Web Page,Manual,2/25/2026,Sent,Sent,
Mocksville,Davie,North Carolina,5212,,Web,https://mocksvillenc.org/,Town Web Page,Manual,2/25/2026,Sent,ltrivette@mocksvillenc.gov,
Kenansville,Duplin,North Carolina,770,,Web,https://kenansville.org/public-information-request,Town FOIA,Manual,2/25/2026,Sent,clerk@kenansville.org,
Magnolia,Duplin,North Carolina,939,,Email,frontdesk@magnoliatownhall.com,Town Email,Manual,2/25/2026,Sent,Email,
Rose Hill,Duplin,North Carolina,1371,,Email,kparker@townofrosehill.com,Town Clerk email listed on Town of Rose Hill site.,Manual,2/25/2026,Sent,Email,
Wallace,Duplin,North Carolina,3413,Sent,Email,mail@wallacenc.gov,Town contact email listed on Town of Wallace site.,Manual,2/25/2026,Sent,Email,
Durham (City),Durham,North Carolina,283506,,Portal,https://cityofdurhamnc.nextrequest.com/requests/new,City of Durham public records portal (NextRequest).,Manual,2/25/2026,Sent,Sent,
Durham County,Durham County,North Carolina,324833,,Portal,https://durhamcountync.nextrequest.com/requests/new,Durham County public records portal (NextRequest).,Manual,2/25/2026,Sent,Sent,
Bethel,Edgecombe,North Carolina,1373,,Email,clerk@townofbethelnc.com,Town of Bethel (NC) clerk email. NOTE: Town of Bethel is commonly listed in Pitt County; verify if this is the correct Bethel.,Manual,2/25/2026,Sent,Email,
Hobgood,Edgecombe,North Carolina,268,,Email,townofhobgood@embarqmail.com,Town contact email. NOTE: Hobgood is commonly listed in Halifax County; verify if this is the correct Hobgood.,Manual,2/25/2026,Sent,Email,
Pinetops,Edgecombe,North Carolina,1350,,Email,obrown@pinetopsnc.com,Town records request contact email listed on Town of Pinetops FAQ.,Manual,2/25/2026,Sent,Email,
Princeville,Edgecombe,North Carolina,1874,,Email,acarter@townofprinceville.com,Town contact email (Assistant Town Manager) listed on Town of Princeville site.,Manual,2/25/2026,Sent,Email,
Rocky Mount,Edgecombe,North Carolina,54341,,Portal,https://cityofrockymountnc.nextrequest.com/requests/new,City of Rocky Mount open public records portal (NextRequest).,Manual,2/25/2026,Sent,Sent,
Tarboro,Edgecombe,North Carolina,10486,,Email,kanderson@tarboro-nc.com,"Police Department administrative division page lists records contact email; for other departments, request via Town Hall.",Manual,2/25/2026,Sent,Sent,
Edgecombe County,Edgecombe County,North Carolina,50482,,PDF Form,https://cms5.revize.com/revize/edgecombenc/document_center/EDGECOMBE%20COUNTY%20PUBLIC%20RECORDS%20REQUEST%20FORM.pdf,ericevans@edgecombeco.com,Manual,2/25/2026,Sent,Sent,
Bethania,Forsyth,North Carolina,341,,Email,office@townofbethania.org,Town contact email listed on town site.,Manual,2/25/2026,Sent,Email,
Kernersville,Forsyth,North Carolina,26449,Fee Quote,PDF Form,https://toknc.com/forms/public-records-request/,Town provides a public records request form; site lists info@toknc.com for submissions.,Manual,2/25/2026,Sent,Sent,
Lewisville,Forsyth,North Carolina,13388,,Email,townclerk@lewisvillenc.net,Town Clerk email listed on Town of Lewisville contact page.,Manual,2/25/2026,Sent,Email,
Tobaccoville,Forsyth,North Carolina,2578,,Email,vclerk@tobaccovillenc.org,Village Clerk email listed on Tobaccoville site.,Manual,2/25/2026,Sent,Email,
Forsyth County,Forsyth County,North Carolina,382606,,Email,sloopam@forsyth.cc,Clerk to the Board email listed in NCACC county contacts PDF.,Manual,2/25/2026,Sent,Sent,
Franklinton,Franklin,North Carolina,2456,,Email,townclerk@franklintonnc.gov,Town staff directory lists Town Clerk email.,Manual,2/25/2026,Sent,Email,
Louisburg,Franklin,North Carolina,3064,,Email,townclerk@townoflouisburg.org,Town staff directory lists Town Clerk email.,Manual,2/25/2026,Sent,Email,
Youngsville,Franklin,North Carolina,2016,,Portal,https://www.google.com/url?client=internal-element-cse&cx=9bc38e2ee5d2932eb&q=https://www.townofyoungsville.org/citizen_request_center/index.php&sa=U&ved=2ahUKEwi-wvPklqiSAxV18DQHHfqLG-wQFnoECAgQAQ&usg=AOvVaw1NwzKrS0HIuGa9eO-zgoWp,Town online Public Records Request form.,Manual,2/25/2026,Sent,CustomPortal,
Belmont,Gaston,North Carolina,15010,,Portal,https://www.cityofbelmont.org/city-clerk/,City Clerk page instructs requesters to complete a public records request (linked on page).,Manual,2/25/2026,Sent,lwoelfel@cityofbelmont.org,
Bessemer City,Gaston,North Carolina,5428,,Email,hhayes@bessemercity.com,City Clerk email for public records requests.,Manual,2/25/2026,Sent,Email,
Cherryville,Gaston,North Carolina,6078,,Portal,https://www.cityofcherryville.com/city-directory,City site includes a 'Request for Public Record' option in the main navigation; use that page to submit.,Manual,2/25/2026,Sent,Pgreen@cityofcherryville.com,
Cramerton,Gaston,North Carolina,5296,,Email,mmelton@cramerton.org,Town transparency page lists Town Clerk email for records requests.,Manual,2/25/2026,Sent,Email,
Dallas,Gaston,North Carolina,5927,Sent,Email,ltysinger@dallasnc.net,Town Clerk page lists email for public records requests.,Manual,2/25/2026,Sent,Email,
Gastonia,Gaston,North Carolina,80411,,Portal,https://cityofgastonianc.nextrequest.com/requests/new,City of Gastonia public records portal (NextRequest).,Manual,2/25/2026,Sent,Sent,
Lowell,Gaston,North Carolina,3654,,Email,clerk@lowellnc.com,"If this address bounces, use City Hall contact page on lowellnc.com to route to the City Clerk.",Manual,2/25/2026,Sent,Email,
McAdenville,Gaston,North Carolina,890,,Email,clerk@townofmcadenville.org,Town Administrator/Clerk email listed on town contact page.,Manual,2/25/2026,Sent,Email,
Mount Holly,Gaston,North Carolina,17703,,Email,tara.douglas@mtholly.us,City Clerk page lists email for public records requests.,Manual,2/25/2026,Sent,Sent,
Robbinsville,Graham,North Carolina,602,,Email,s.webster@townofrobbinsville.com,Email from NC DEQ contact document; use for public records request to Town of Robbinsville.,Manual,2/25/2026,Sent,Email,
Butner,Granville,North Carolina,8397,,Email,brote@butnernc.org,Town Clerk Barbara Rote (Administration page) listed as public information coordinator.,Manual,2/25/2026,Sent,Email,
Creedmoor,Granville,North Carolina,4866,,Portal,https://www.cityofcreedmoor.org/news/city-government/public-records-request,Public Records Request page links to PDF form.,Manual,2/25/2026,Sent,PDF + Email,
Oxford,Granville,North Carolina,8628,,PDF Form,https://cms8.revize.com/revize/cityofoxford/Public-Info-Request-Form.pdf,City of Oxford Public Records Request Application (PDF).,Manual,2/25/2026,Sent,cbowen@oxfordnc.org,
Stem,Granville,North Carolina,960,,Email,townofstem@stemnc.org,Town email (Stem official site).,Manual,2/25/2026,Sent,Email,
Snow Hill (use Greene County),Greene,North Carolina,20451,,Email,PublicInformation@GreeneCountyNC.gov,Town contact email not published on town site; submit via Greene County Public Information/Data Request email for county-held records.,Manual,2/25/2026,Sent,Email,
Gibsonville,Guilford,North Carolina,8971,,Email,rparrish@gibsonville.net,"Email found on Town of Gibsonville police employment authorization PDF (Chief of Police). If you need clerk-specific records, follow up with Town Hall main line (no public email listed on homepage).",Manual,2/25/2026,Sent,Email,
Greensboro,Guilford,North Carolina,299035,,Portal,https://www.greensboro-nc.gov/government/public-records-requests,City public records request portal.,Manual,2/25/2026,Sent,Sent,
High Point,Guilford,North Carolina,114059,,Portal,https://highpointnc.justfoia.com/publicportal,High Point FOIA/public records portal (JustFOIA).,Manual,2/25/2026,Sent,Sent,
Jackson Heights (unincorporated),Guilford,North Carolina,541299,,Portal,https://guilfordcountync.nextrequest.com/requests/new,Jackson Heights is not an incorporated municipality; request via Guilford County public records portal.,Manual,2/25/2026,Sent,Sent,
Jamestown,Guilford,North Carolina,3479,,Email,info@jamestown-nc.gov,Jamestown 'Make A Public Information Request' page lists this email.,Manual,2/25/2026,Fulfilled,Email,
Pleasant Garden,Guilford,North Carolina,5133,,Portal,https://www.pleasantgarden.net/forms.aspx?fid=569,Town online contact form (use to submit written public records request).,Manual,2/25/2026,Sent,CustomPortal,
Stokesdale,Guilford,North Carolina,5047,,Portal,https://www.stokesdale.org/government/forms_documents_and_maps.php,Forms/Documents page includes Public Records Request Form (PDF download).,Manual,2/25/2026,Sent,rwagoner@stokesdale.org,
Summerfield,Guilford,North Carolina,11292,,Portal,https://www.summerfieldnc.gov/prr,Public Records Requests (PRR) page links to policy + request form.,Manual,2/25/2026,Sent,clerk@summerfieldnc.gov,
Guilford County,Guilford,North Carolina,541299,,Portal,https://guilfordcountync.nextrequest.com/requests/new,Guilford County NextRequest public records portal.,Manual,2/25/2026,Sent,Sent,
Enfield,Halifax,North Carolina,2324,,Portal,https://townofenfieldnc.com/public-information-request/,Enfield Public Information Request page (town site).,Manual,2/25/2026,Sent,CustomPortal,
Halifax,Halifax,North Carolina,199,,Email,clerk@historichalifaxnc.com,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Littleton,Halifax,North Carolina,630,,Email,clerk@townoflittleton-nc.us,Town Clerk/Finance Officer email (Town contact page).,Manual,2/25/2026,Sent,Email,
Roanoke Rapids,Halifax,North Carolina,14490,,Portal,https://www.roanokerapidsnc.com/rrpd-records-division.html,"Records Division page (for incident/ordinance citations). For broader city records, use City Hall records request via same contact.",Manual,2/25/2026,Sent,tstorey@roanokerapidsnc.com,
Scotland Neck,Halifax,North Carolina,1324,,Email,kjohnson@scotlandneck.org,Town email (Town of Scotland Neck contact).,Manual,2/25/2026,Sent,Email,
Angier,Harnett,North Carolina,5929,,Portal,https://www.angier.org/government/public-information-request.php,Town Public Information Request page.,Manual,2/25/2026,Sent,emclean@angier.org,
Coats,Harnett,North Carolina,2246,,Email,townclerk@townofcoats.com,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Erwin,Harnett,North Carolina,4405,,Email,townclerk@erwin-nc.org,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Lillington,Harnett,North Carolina,4255,,Portal,https://www.harnett.org/townlillington/publicrecords.asp,Town of Lillington public records page.,Manual,2/25/2026,Sent,lblucas@lillingtonnc.org,
Canton,Haywood,North Carolina,4285,,Email,sdunbar@cantonnc.com,Town Clerk email (shown in town meeting minutes/staff docs).,Manual,2/25/2026,Sent,Email,
Maggie Valley,Haywood,North Carolina,1687,,Email,townclerk@maggievalleync.gov,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Waynesville,Haywood,North Carolina,10884,,Portal,https://www.townofwaynesville.com/publicrecords,Town public records request page.,Manual,2/25/2026,Sent,cpoolton@waynesvillenc.gov,
Flat Rock,Henderson,North Carolina,3413,,Email,paigeposey@villageofflatrock.org,Village staff email (Paige Posey) on village domain; use for public records routing if no FOIA portal is listed.,Manual,2/25/2026,Sent,Email,
Fletcher,Henderson,North Carolina,7187,,Email,c.thompson@fletchernc.org,Town Clerk email (used for official submissions).,Manual,2/25/2026,Sent,Email,
Mills River,Henderson,North Carolina,7891,,Portal,https://www.millsriver.gov/,Use SmartGov Community portal; Town Clerk listed as Patty Brown (phone 828-890-2901).,Manual,2/25/2026,Sent,patty.brown@millsriver.gov,
Henderson County,Henderson,North Carolina,117417,Sent,Portal,https://www.hendersoncountync.gov/forms/public-records-request,Official county public records request form.,Manual,2/25/2026,Sent,Sent,
Ahoskie,Hertford,North Carolina,4942,,Email,TownClerk@ahoskienc.gov,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Hertford County,Hertford,North Carolina,22311,,Portal,https://www.hertfordcountync.gov/departments/clerk_to_the_board.php,Clerk to the Board email: renee.tyler@hertfordcountync.gov,Manual,2/25/2026,Sent,kevin.patterson@hertfordcountync.gov,
High Point,Guilford,North Carolina,114059,,Portal,https://highpointnc.justfoia.com/publicportal,City uses JustFOIA public portal.,Manual,2/25/2026,Sent,Sent,
Raeford,Hoke,North Carolina,4919,,Email,sedwards@raefordnc.org,City Hall contact email found on official site; request public records via City Hall/administration (City Clerk email not clearly published).,Manual,2/25/2026,Sent,Email,
Harmony,Iredell,North Carolina,531,,Portal,https://townofharmony.org/contact,Town site uses contact page/phone; no published PRR portal.,Manual,2/25/2026,Sent,CustomPortal,
Mooresville,Iredell,North Carolina,50193,,Portal,https://townofmooresvillenc.nextrequest.com/requests/new,NextRequest portal (Town Clerk).,Manual,2/25/2026,Sent,Sent,
Statesville,Iredell,North Carolina,27528,,Portal,https://www.statesvillenc.net/statesville-public-records-request/,Public records request page; City Clerk email for requests: bfugett@statesvillenc.net,Manual,2/25/2026,Sent,Sent,
Troutman,Iredell,North Carolina,3467,,PDF Form,https://www.troutmannc.gov/DocumentCenter/View/190/Public-Records-Request-Form-PDF,Submit completed Public Records Request Form to Town of Troutman (Town Hall).,Manual,2/25/2026,Sent,kdavis@troutmannc.gov,
Iredell County,Iredell,North Carolina,186693,,Portal,https://iredellcountync.govqa.us/WEBAPP/_rs/supporthome.aspx,GovQA Public Records Center.,Manual,2/25/2026,Sent,Sent,
Dillsboro,Jackson,North Carolina,228,,Email,townclerk@dillsboronc.info,"Town Clerk contact (small town); if bounce, use Town Hall phone 828-586-1439 to route PRR.",Manual,2/25/2026,Sent,Sent,
Forest Hills,Jackson,North Carolina,357,,Email,townhall@foresthillsnc.org,Small municipality; use town hall email for public records routing.,Manual,2/25/2026,Sent,Sent,
Sylva,Jackson,North Carolina,2588,,Portal,https://townofsylva.org/contact/,Town contact form (no dedicated PRR portal/email shown).,Manual,2/25/2026,Sent,CustomPortal,
Jackson County,Jackson,North Carolina,43939,,Email,publicrecords@jacksonnc.org,County PRR page: https://www.jacksonnc.org/public-records-request,Manual,2/25/2026,Sent,Sent,
Archer Lodge,Johnston,North Carolina,4292,,Portal,https://www.townofarcherlodge.com/government/request-public-records/,Town public records request page.,Manual,2/25/2026,Sent,contactus@townofsylva.org,
Benson,Johnston,North Carolina,4768,,Email,athornton@townofbenson.com,Town Clerk email.,Manual,2/25/2026,Sent,Email,
Clayton,Johnston,North Carolina,26307,,Portal,https://townofclaytonnc.civicweb.net/portal/OnlineForms/ViewForm.aspx?sId=31,Online form (CivicWeb).,Manual,2/25/2026,Sent,Sent,
Kenly,Johnston,North Carolina,2230,,Portal,https://www.townofkenly.com/departments/town-clerk,Town Clerk page; submit PRR through clerk.,Manual,2/25/2026,Sent,townofkenly@townofkenly.com,
